Date,Campaign,Marketing Channel,Impressions,Clicks,CTR,Landing Page Visits,Leads,Qualified Leads,Customers,Conversion Rate,Revenue,Cost,ROI,Country,Device,Age Group,Gender,Campaign Type
2025-09-09,Flash Weekend Deal,Instagram Ads,28188,932,3.3064,837,157,85,17,0.0603,1575.48,870.25,81.04,India,Mobile,25-34,Male,Retargeting
2025-09-09,Festive Mega Offer,LinkedIn Ads,17311,569,3.2869,500,113,72,28,0.1617,9201.11,825.2,1015.02,India,Desktop,25-34,Female,Consideration
2025-09-10,Summer Sale Blast,Affiliate,24820,1037,4.1781,943,248,107,29,0.1168,3088.19,574.0,438.01,UAE,Mobile,35-44,Female,Awareness
2025-09-10,Influencer Collab,Organic Search,12306,584,4.7457,480,220,112,43,0.3494,7832.99,45.6,17077.61,United Kingdom,Desktop,45-54,Male,Consideration
2025-09-10,New Year Kickoff,Facebook Ads,17973,998,5.5528,886,237,165,35,0.1947,2145.92,872.66,145.91,United Kingdom,Mobile,45-54,Female,Consideration
2025-09-10,Holiday Gift Guide,Affiliate,6571,327,4.9764,257,60,32,6,0.0913,613.59,200.52,206.0,Canada,Mobile,18-24,Female,Retargeting
2025-09-11,Anniversary Sale,Facebook Ads,1105,49,4.4344,40,14,8,2,0.181,438.47,148.34,195.58,Singapore,Desktop,35-44,Male,Consideration
2025-09-11,Back to School,Organic Search,25397,1326,5.2211,1300,701,412,143,0.5631,30473.05,122.22,24832.95,Australia,Mobile,55+,Female,Conversion
2025-09-11,Customer Win-Back,YouTube Ads,17720,627,3.5384,491,121,58,15,0.0847,1865.86,396.14,371.01,Germany,Mobile,25-34,Female,Loyalty
2025-09-12,Anniversary Sale,TikTok Ads,15768,805,5.1053,630,129,52,11,0.0698,1199.66,535.7,123.94,Germany,Mobile,35-44,Male,Awareness
2025-09-12,Free Trial Signup,Instagram Ads,27372,903,3.299,693,148,95,29,0.1059,2944.0,459.22,541.09,India,Desktop,35-44,Male,Consideration
2025-09-13,Back to School,Organic Search,10589,563,5.3168,515,173,111,45,0.425,10287.26,110.65,9197.12,United States,Mobile,55+,Female,Awareness
2025-09-13,Loyalty Rewards Push,TikTok Ads,18080,859,4.7511,630,142,84,25,0.1383,3231.05,471.0,586.0,South Africa,Desktop,55+,Female,Retargeting
2025-09-13,Festive Mega Offer,Facebook Ads,17700,659,3.7232,614,157,62,18,0.1017,3209.08,592.63,441.5,Brazil,Desktop,35-44,Male,Consideration
2025-09-14,Customer Win-Back,Google Ads,2712,173,6.3791,142,58,34,13,0.4794,2372.85,392.32,504.83,Australia,Mobile,25-34,Female,Conversion
2025-09-14,Summer Sale Blast,YouTube Ads,22920,916,3.9965,733,97,54,18,0.0785,901.29,740.8,21.66,Germany,Desktop,35-44,Female,Loyalty
2025-09-14,Product Launch Q3,LinkedIn Ads,10514,268,2.549,210,58,44,19,0.1807,6828.02,511.45,1235.03,Canada,Mobile,25-34,Male,Awareness
2025-09-14,New Year Kickoff,Google Ads,18875,1454,7.7033,1279,569,333,150,0.7947,36927.84,1717.24,2050.42,United States,Mobile,25-34,Female,Conversion
2025-09-14,Lead Gen Webinar,Google Ads,17300,1228,7.0983,1137,374,233,81,0.4682,14863.84,1835.03,710.01,United Kingdom,Mobile,18-24,Female,Awareness
2025-09-15,Referral Bonanza,Instagram Ads,18570,632,3.4033,540,136,49,15,0.0808,954.35,579.46,64.7,United States,Mobile,18-24,Male,Conversion
2025-09-15,Brand Awareness Drive,Referral,4230,327,7.7305,296,138,84,55,1.3002,9313.35,23.96,38770.41,India,Mobile,25-34,Male,Awareness
2025-09-16,Customer Win-Back,TikTok Ads,12127,573,4.725,422,97,55,17,0.1402,2208.77,209.85,952.55,India,Desktop,25-34,Female,Conversion
2025-09-17,Brand Awareness Drive,LinkedIn Ads,9899,324,3.2731,280,113,72,30,0.3031,7000.53,708.4,888.22,South Africa,Mobile,18-24,Female,Consideration
2025-09-17,Holiday Gift Guide,Affiliate,20125,1024,5.0882,837,344,155,42,0.2087,3900.39,677.91,475.36,India,Mobile,25-34,Male,Awareness
2025-09-18,Free Trial Signup,Affiliate,15333,615,4.011,524,126,67,29,0.1891,4596.67,230.68,1892.66,India,Tablet,35-44,Female,Consideration
2025-09-18,Brand Awareness Drive,Instagram Ads,12669,525,4.144,372,37,19,2,0.0158,229.8,288.67,-20.39,Singapore,Desktop,35-44,Female,Conversion
2025-09-18,Lead Gen Webinar,Google Ads,23262,1233,5.3005,1119,419,306,174,0.748,23774.26,1840.05,1192.04,United States,Mobile,18-24,Male,Awareness
2025-09-18,Referral Bonanza,Referral,11360,863,7.5968,756,307,210,76,0.669,6804.23,62.97,10705.51,United Kingdom,Tablet,25-34,Male,Conversion
2025-09-19,Summer Sale Blast,Affiliate,16487,744,4.5126,616,170,94,25,0.1516,3712.84,372.38,897.06,India,Tablet,35-44,Female,Awareness
2025-09-19,Flash Weekend Deal,Facebook Ads,11928,731,6.1284,667,225,103,31,0.2599,5037.57,697.82,621.9,United States,Mobile,25-34,Female,Consideration
2025-09-20,App Install Campaign,Email Marketing,40279,2805,6.9639,2492,795,424,126,0.3128,19227.4,156.43,12191.38,India,Desktop,35-44,Male,Awareness
2025-09-20,Holiday Gift Guide,Organic Search,30817,1690,5.484,1555,488,285,109,0.3537,21466.61,109.25,19549.07,India,Tablet,55+,Female,Retargeting
2025-09-20,Flash Weekend Deal,Affiliate,20695,977,4.7209,826,231,154,42,0.2029,6606.95,565.52,1068.3,United States,Mobile,45-54,Male,Awareness
2025-09-20,Festive Mega Offer,LinkedIn Ads,16780,380,2.2646,376,136,107,46,0.2741,19964.65,951.8,1997.57,United States,Mobile,55+,Female,Consideration
2025-09-21,Product Launch Q3,Organic Search,24169,1482,6.1318,1366,541,324,124,0.5131,21301.37,116.51,18182.87,UAE,Mobile,18-24,Female,Conversion
2025-09-21,Flash Weekend Deal,Instagram Ads,26106,1345,5.1521,1100,191,70,15,0.0575,2504.51,552.9,352.98,India,Mobile,18-24,Female,Loyalty
2025-09-21,Lead Gen Webinar,Facebook Ads,11506,588,5.1104,495,179,117,15,0.1304,2839.11,678.27,318.58,Australia,Tablet,25-34,Female,Consideration
2025-09-21,Cart Abandonment Recovery,Facebook Ads,13176,665,5.0471,585,169,81,29,0.2201,3791.6,331.94,1042.25,Germany,Mobile,25-34,Female,Retargeting
2025-09-22,Clearance Blowout,Organic Search,7821,346,4.424,338,117,79,23,0.2941,5159.6,108.39,4660.22,India,Desktop,25-34,Male,Awareness
2025-09-22,Lead Gen Webinar,Instagram Ads,20409,817,4.0031,660,96,49,14,0.0686,2155.86,778.45,176.94,UAE,Mobile,35-44,Female,Loyalty
2025-09-22,Clearance Blowout,Email Marketing,18750,1322,7.0507,1116,465,298,142,0.7573,16099.26,138.05,11561.91,Canada,Desktop,25-34,Male,Awareness
2025-09-22,Mid-Season Sale,Email Marketing,30057,2518,8.3774,2195,947,643,323,1.0746,34233.1,196.22,17346.28,India,Desktop,35-44,Female,Awareness
2025-09-23,Lead Gen Webinar,YouTube Ads,11578,480,4.1458,362,84,45,10,0.0864,1899.09,317.51,498.12,Canada,Mobile,45-54,Male,Consideration
2025-09-23,Referral Bonanza,Referral,21435,1576,7.3525,1457,658,493,223,1.0404,33036.83,118.23,27842.85,South Africa,Mobile,18-24,Female,Consideration
2025-09-24,Holiday Gift Guide,LinkedIn Ads,11037,375,3.3977,321,78,50,32,0.2899,7152.14,586.21,1120.06,UAE,Mobile,45-54,Female,Awareness
2025-09-24,Flash Weekend Deal,Referral,15841,1376,8.6863,1241,571,430,223,1.4077,36455.59,60.71,59948.74,Germany,Desktop,18-24,Female,Retargeting
2025-09-24,Product Launch Q3,Instagram Ads,16412,650,3.9605,589,137,76,26,0.1584,2290.19,360.53,535.23,Australia,Mobile,35-44,Female,Awareness
2025-09-24,Lead Gen Webinar,Referral,27615,2033,7.3619,1840,838,502,238,0.8619,63844.27,94.51,67452.93,South Africa,Desktop,25-34,Female,Conversion
2025-09-25,Flash Weekend Deal,Organic Search,19449,961,4.9411,951,260,136,64,0.3291,9897.97,37.48,26308.67,UAE,Desktop,45-54,Female,Awareness
2025-09-25,Clearance Blowout,Affiliate,27099,1067,3.9374,889,271,129,42,0.155,4212.28,619.96,579.44,Germany,Desktop,18-24,Male,Retargeting
2025-09-25,Anniversary Sale,Organic Search,22147,1354,6.1137,1209,389,227,102,0.4606,12098.44,41.55,29017.79,United States,Mobile,45-54,Male,Awareness
2025-09-25,Flash Weekend Deal,Google Ads,20646,1438,6.965,1389,392,169,59,0.2858,12034.0,1229.38,878.87,United Kingdom,Desktop,45-54,Male,Awareness
2025-09-26,Loyalty Rewards Push,Affiliate,14141,418,2.9559,395,87,39,12,0.0849,2145.26,363.78,489.71,India,Desktop,18-24,Female,Loyalty
2025-09-27,Brand Awareness Drive,Affiliate,17106,573,3.3497,492,152,62,19,0.1111,2285.89,476.42,379.81,United States,Mobile,35-44,Male,Awareness
2025-09-27,Mid-Season Sale,Referral,23345,1706,7.3078,1620,551,372,141,0.604,26300.29,136.48,19170.44,Germany,Mobile,25-34,Female,Consideration
2025-09-28,Lead Gen Webinar,LinkedIn Ads,23529,507,2.1548,398,105,79,42,0.1785,8891.0,1539.19,477.64,United States,Mobile,35-44,Male,Conversion
2025-09-28,Cart Abandonment Recovery,Organic Search,14775,771,5.2183,666,228,133,63,0.4264,10507.29,90.03,11570.88,India,Desktop,25-34,Female,Awareness
2025-09-28,Referral Bonanza,Instagram Ads,25094,1120,4.4632,896,147,87,27,0.1076,1721.51,816.8,110.76,United States,Tablet,35-44,Female,Consideration
2025-09-28,Loyalty Rewards Push,LinkedIn Ads,26208,953,3.6363,792,200,116,53,0.2022,23849.98,1300.84,1733.43,United States,Desktop,45-54,Male,Conversion
2025-09-28,Summer Sale Blast,Organic Search,22578,1267,5.6117,1108,358,181,88,0.3898,7913.55,60.63,12952.2,Brazil,Mobile,45-54,Other,Consideration
2025-09-29,Flash Weekend Deal,LinkedIn Ads,16059,425,2.6465,366,117,68,25,0.1557,8885.23,1189.09,647.23,India,Mobile,45-54,Male,Awareness
2025-09-29,Clearance Blowout,Google Ads,33737,2116,6.272,1498,620,357,112,0.332,11220.39,1745.02,542.99,UAE,Mobile,35-44,Female,Retargeting
2025-09-29,Customer Win-Back,Referral,27622,1522,5.5101,1363,548,437,242,0.8761,43963.12,138.34,31679.04,India,Mobile,25-34,Female,Conversion
2025-09-29,Referral Bonanza,LinkedIn Ads,18917,578,3.0555,511,140,88,42,0.222,20946.24,1375.92,1422.34,Australia,Mobile,18-24,Male,Awareness
2025-09-30,Cart Abandonment Recovery,Referral,17236,819,4.7517,798,289,221,97,0.5628,18539.99,101.51,18164.2,United States,Mobile,45-54,Male,Awareness
2025-09-30,Clearance Blowout,LinkedIn Ads,17994,445,2.473,411,123,81,38,0.2112,13518.23,1210.21,1017.02,India,Desktop,25-34,Male,Awareness
2025-09-30,Clearance Blowout,Referral,24299,1772,7.2925,1563,733,454,204,0.8395,57108.13,107.93,52812.19,United Kingdom,Desktop,25-34,Female,Awareness
2025-10-01,Loyalty Rewards Push,Organic Search,22881,1026,4.4841,976,427,192,79,0.3453,5990.37,137.05,4270.94,United States,Mobile,55+,Female,Awareness
2025-10-01,Lead Gen Webinar,Google Ads,24066,2014,8.3687,1854,623,306,125,0.5194,14214.66,2488.5,471.21,India,Mobile,45-54,Female,Awareness
2025-10-02,Summer Sale Blast,Google Ads,20964,1498,7.1456,1279,389,245,78,0.3721,9669.64,1843.25,424.6,Canada,Mobile,45-54,Female,Conversion
2025-10-02,Mid-Season Sale,Instagram Ads,21649,692,3.1965,601,172,90,32,0.1478,4041.81,669.7,503.53,Germany,Mobile,18-24,Female,Awareness
2025-10-02,Loyalty Rewards Push,Affiliate,20699,931,4.4978,752,325,163,28,0.1353,3519.89,572.97,514.32,United States,Mobile,18-24,Male,Consideration
2025-10-03,Referral Bonanza,Email Marketing,18526,1480,7.9888,1314,589,383,140,0.7557,25903.88,181.91,14139.94,UAE,Desktop,25-34,Male,Awareness
2025-10-03,Product Launch Q1,TikTok Ads,20605,948,4.6008,774,185,74,13,0.0631,1823.14,545.8,234.03,India,Mobile,25-34,Male,Awareness
2025-10-03,Summer Sale Blast,Facebook Ads,14988,518,3.4561,462,160,85,37,0.2469,7643.12,487.01,1469.4,Canada,Mobile,45-54,Other,Awareness
2025-10-03,Clearance Blowout,Email Marketing,21256,1635,7.6919,1607,724,497,189,0.8892,13763.68,161.53,8420.82,South Africa,Mobile,18-24,Male,Conversion
2025-10-03,Back to School,TikTok Ads,29337,1253,4.2711,1062,155,68,22,0.075,1738.8,610.64,184.75,United States,Mobile,55+,Male,Awareness
2025-10-03,Mid-Season Sale,Email Marketing,19543,1748,8.9444,1730,712,436,194,0.9927,13859.15,199.84,6835.12,Germany,Desktop,45-54,Female,Retargeting
2025-10-04,Festive Mega Offer,Email Marketing,17676,1317,7.4508,1201,435,225,137,0.7751,23750.42,170.31,13845.41,Germany,Desktop,25-34,Female,Loyalty
2025-10-04,Festive Mega Offer,Affiliate,21954,964,4.391,860,272,171,53,0.2414,8367.96,469.42,1682.62,United States,Desktop,35-44,Male,Awareness
2025-10-05,Free Trial Signup,Organic Search,24477,1162,4.7473,1147,418,223,107,0.4371,15620.59,45.12,34520.1,United States,Mobile,25-34,Female,Consideration
2025-10-05,Clearance Blowout,Facebook Ads,27301,1159,4.2453,1075,384,262,90,0.3297,16299.75,869.24,1775.17,United Kingdom,Desktop,35-44,Male,Consideration
2025-10-06,Festive Mega Offer,YouTube Ads,27383,1012,3.6957,750,210,121,22,0.0803,2176.3,624.09,248.72,India,Mobile,18-24,Female,Consideration
2025-10-06,Cart Abandonment Recovery,TikTok Ads,17007,1016,5.974,787,51,20,6,0.0353,329.9,619.94,-46.79,United Kingdom,Desktop,25-34,Male,Retargeting
2025-10-06,Back to School,Google Ads,21831,1016,4.6539,911,243,137,52,0.2382,6965.65,730.43,853.64,United States,Mobile,18-24,Female,Consideration
2025-10-06,Customer Win-Back,Organic Search,13076,686,5.2463,622,254,145,50,0.3824,9285.5,147.69,6187.16,India,Mobile,45-54,Female,Conversion
2025-10-06,Summer Sale Blast,Email Marketing,13712,1008,7.3512,937,431,212,104,0.7585,10869.94,170.28,6283.57,India,Mobile,25-34,Male,Conversion
2025-10-07,App Install Campaign,Organic Search,18860,747,3.9608,739,296,149,67,0.3552,5340.1,45.86,11544.35,India,Mobile,25-34,Female,Consideration
2025-10-07,Customer Win-Back,Affiliate,23580,814,3.4521,700,209,90,32,0.1357,3751.76,520.57,620.7,United Kingdom,Desktop,35-44,Male,Awareness
2025-10-08,Festive Mega Offer,YouTube Ads,21571,561,2.6007,440,113,58,14,0.0649,2153.9,631.46,241.1,India,Mobile,25-34,Male,Conversion
2025-10-08,Brand Awareness Drive,Email Marketing,24900,2044,8.2088,1980,872,597,261,1.0482,42091.12,159.43,26301.0,United States,Tablet,25-34,Male,Conversion
2025-10-08,Product Launch Q3,Organic Search,3000,115,3.8333,99,43,22,10,0.3333,1109.23,53.79,1962.15,United States,Mobile,55+,Male,Conversion
2025-10-08,Referral Bonanza,Google Ads,19934,1109,5.5634,931,314,170,40,0.2007,8562.21,1575.18,443.57,Australia,Mobile,35-44,Female,Consideration
2025-10-08,Summer Sale Blast,YouTube Ads,13833,486,3.5133,336,64,39,12,0.0867,1750.33,450.14,288.84,United Kingdom,Mobile,18-24,Male,Conversion
2025-10-08,Product Launch Q1,Facebook Ads,13539,656,4.8453,531,145,60,25,0.1847,2912.69,576.34,405.38,United Kingdom,Mobile,45-54,Female,Loyalty
2025-10-08,Referral Bonanza,Instagram Ads,20491,716,3.4942,517,63,26,6,0.0293,1068.18,662.0,61.36,India,Tablet,18-24,Male,Conversion
2025-10-08,Back to School,Referral,22069,1458,6.6066,1225,552,444,253,1.1464,68266.93,149.28,45630.79,India,Desktop,18-24,Male,Awareness
2025-10-09,Mid-Season Sale,Organic Search,7045,445,6.3165,431,120,72,28,0.3974,6360.11,77.57,8099.19,Australia,Mobile,18-24,Female,Awareness
2025-10-09,App Install Campaign,YouTube Ads,30368,1004,3.3061,830,131,70,19,0.0626,2221.92,784.48,183.23,India,Mobile,45-54,Female,Retargeting
2025-10-10,Brand Awareness Drive,TikTok Ads,18972,1004,5.292,850,217,92,25,0.1318,2638.07,383.14,588.54,India,Desktop,25-34,Female,Retargeting
2025-10-10,Referral Bonanza,TikTok Ads,27254,1361,4.9938,1139,155,67,21,0.0771,1324.65,853.22,55.25,India,Desktop,55+,Female,Conversion
2025-10-10,Brand Awareness Drive,Affiliate,7890,298,3.7769,234,69,37,7,0.0887,1169.94,317.93,267.99,United Kingdom,Mobile,35-44,Male,Conversion
2025-10-10,New Year Kickoff,YouTube Ads,12963,402,3.1011,336,59,28,8,0.0617,742.0,341.2,117.47,United States,Desktop,45-54,Female,Awareness
2025-10-10,Mid-Season Sale,LinkedIn Ads,28119,705,2.5072,647,228,106,40,0.1423,6163.22,2185.55,182.0,Singapore,Desktop,18-24,Male,Awareness
2025-10-10,Anniversary Sale,Instagram Ads,15841,521,3.2889,447,96,40,11,0.0694,621.37,476.06,30.52,United States,Mobile,18-24,Female,Consideration
2025-10-10,Summer Sale Blast,Organic Search,14697,783,5.3276,775,306,183,62,0.4219,6738.3,90.15,7374.54,India,Desktop,45-54,Female,Conversion
2025-10-11,Influencer Collab,TikTok Ads,13892,787,5.6651,610,105,40,10,0.072,718.71,498.7,44.12,UAE,Desktop,18-24,Male,Loyalty
2025-10-11,Product Launch Q3,Instagram Ads,28340,1209,4.2661,976,300,124,25,0.0882,3958.25,949.43,316.91,United States,Mobile,18-24,Female,Consideration
2025-10-11,Back to School,Organic Search,19636,1258,6.4066,1116,411,307,83,0.4227,13526.08,29.92,45107.49,Singapore,Mobile,45-54,Female,Awareness
2025-10-11,Clearance Blowout,Referral,27805,1873,6.7362,1706,809,578,279,1.0034,55553.24,125.2,44271.6,Canada,Desktop,45-54,Female,Consideration
2025-10-11,Customer Win-Back,Email Marketing,12128,1004,8.2784,912,274,152,74,0.6102,15281.19,151.09,10013.97,India,Desktop,25-34,Male,Retargeting
2025-10-12,Holiday Gift Guide,Google Ads,35040,1733,4.9458,1531,517,399,109,0.3111,19181.31,2178.38,780.53,India,Desktop,25-34,Female,Awareness
2025-10-12,Back to School,Instagram Ads,12270,411,3.3496,355,109,48,11,0.0896,1053.65,266.7,295.07,Canada,Desktop,45-54,Male,Retargeting
2025-10-12,Product Launch Q3,TikTok Ads,9099,453,4.9786,314,95,39,5,0.055,556.74,166.79,233.8,India,Tablet,55+,Female,Retargeting
2025-10-13,Mid-Season Sale,Organic Search,19288,1001,5.1898,979,268,132,65,0.337,12907.35,132.97,9606.96,United States,Mobile,18-24,Female,Consideration
2025-10-13,Flash Weekend Deal,LinkedIn Ads,25342,584,2.3045,555,152,75,26,0.1026,12892.1,1014.83,1170.37,United States,Mobile,45-54,Female,Awareness
2025-10-14,Product Launch Q1,Google Ads,18134,856,4.7204,795,244,140,57,0.3143,4796.91,1245.84,285.03,India,Desktop,25-34,Female,Consideration
2025-10-14,Customer Win-Back,Affiliate,14084,465,3.3016,384,97,53,16,0.1136,2228.25,343.08,549.48,UAE,Desktop,18-24,Male,Retargeting
2025-10-14,Lead Gen Webinar,Email Marketing,22782,1265,5.5526,1205,452,240,73,0.3204,12517.15,217.44,5656.6,United States,Mobile,35-44,Male,Consideration
2025-10-15,Flash Weekend Deal,Email Marketing,16738,1158,6.9184,1020,354,194,72,0.4302,6325.86,126.8,4888.85,United States,Desktop,45-54,Male,Awareness
2025-10-15,Loyalty Rewards Push,Instagram Ads,7221,355,4.9162,291,115,49,13,0.18,1191.29,257.65,362.37,India,Mobile,18-24,Male,Conversion
2025-10-15,Customer Win-Back,Google Ads,26548,1055,3.9739,931,331,157,53,0.1996,6851.95,1463.66,368.14,Canada,Mobile,55+,Male,Consideration
2025-10-15,Clearance Blowout,Organic Search,5528,249,4.5043,216,66,37,13,0.2352,1489.85,120.59,1135.47,United States,Mobile,35-44,Female,Consideration
2025-10-16,App Install Campaign,TikTok Ads,15175,694,4.5733,524,78,29,8,0.0527,762.3,341.33,123.33,Singapore,Mobile,25-34,Other,Conversion
2025-10-16,Clearance Blowout,Instagram Ads,10652,323,3.0323,222,43,22,7,0.0657,467.63,198.13,136.02,South Africa,Desktop,35-44,Male,Awareness
2025-10-16,Product Launch Q1,TikTok Ads,25783,1273,4.9374,1006,195,105,25,0.097,2236.09,791.73,182.43,Australia,Mobile,18-24,Female,Consideration
2025-10-16,App Install Campaign,Google Ads,16404,1003,6.1144,790,308,195,78,0.4755,17648.3,833.91,2016.33,Germany,Mobile,18-24,Female,Loyalty
2025-10-16,Cart Abandonment Recovery,Google Ads,16911,1116,6.5993,1050,398,192,50,0.2957,12565.25,1738.29,622.85,India,Mobile,35-44,Female,Conversion
2025-10-17,Influencer Collab,Instagram Ads,16156,609,3.7695,498,103,58,15,0.0928,2134.69,407.78,423.49,India,Mobile,35-44,Male,Consideration
2025-10-17,Holiday Gift Guide,LinkedIn Ads,18087,459,2.5377,431,137,100,50,0.2764,9167.38,854.13,973.3,United Kingdom,Mobile,25-34,Male,Loyalty
2025-10-17,Clearance Blowout,Organic Search,16163,838,5.1847,755,317,164,55,0.3403,7245.75,134.29,5295.6,United States,Tablet,35-44,Male,Consideration
2025-10-17,Clearance Blowout,Facebook Ads,32574,1751,5.3755,1456,441,193,62,0.1903,4644.51,1085.35,327.93,India,Desktop,25-34,Female,Consideration
2025-10-18,Clearance Blowout,Google Ads,19891,973,4.8917,869,322,242,80,0.4022,14777.65,913.95,1516.9,United Kingdom,Mobile,35-44,Male,Awareness
2025-10-18,Holiday Gift Guide,Organic Search,14300,904,6.3217,841,352,211,63,0.4406,9877.06,143.69,6773.87,India,Mobile,45-54,Male,Awareness
2025-10-18,Referral Bonanza,Referral,21688,1279,5.8973,1266,535,418,212,0.9775,62309.55,71.33,87253.92,UAE,Mobile,35-44,Male,Conversion
2025-10-18,New Year Kickoff,Instagram Ads,32066,784,2.445,760,214,101,32,0.0998,3226.48,711.23,353.65,UAE,Mobile,18-24,Male,Conversion
2025-10-18,Anniversary Sale,Referral,24853,2031,8.1721,1879,634,440,185,0.7444,24723.63,41.14,59996.33,Australia,Desktop,18-24,Female,Loyalty
2025-10-18,Anniversary Sale,Organic Search,23328,1233,5.2855,1119,418,288,132,0.5658,27210.41,46.22,58771.51,Singapore,Mobile,18-24,Male,Retargeting
2025-10-19,Anniversary Sale,Facebook Ads,13581,632,4.6536,565,127,60,16,0.1178,2438.21,357.92,581.22,Canada,Mobile,25-34,Male,Awareness
2025-10-19,Influencer Collab,Referral,23714,1674,7.0591,1554,604,361,195,0.8223,40812.2,63.16,64517.16,Australia,Mobile,35-44,Female,Consideration
2025-10-19,Back to School,Instagram Ads,19438,743,3.8224,628,140,75,21,0.108,1805.12,741.18,143.55,South Africa,Mobile,35-44,Female,Retargeting
2025-10-19,Influencer Collab,Email Marketing,17024,1206,7.0841,1187,480,298,126,0.7401,16240.05,175.07,9176.32,India,Mobile,18-24,Male,Loyalty
2025-10-19,Clearance Blowout,Organic Search,20687,1077,5.2062,984,312,180,77,0.3722,17376.05,77.22,22402.01,United States,Mobile,45-54,Male,Loyalty
2025-10-19,Clearance Blowout,Email Marketing,16413,1199,7.3052,1094,388,260,91,0.5544,7077.82,183.62,3754.6,India,Desktop,35-44,Female,Awareness
2025-10-20,Holiday Gift Guide,LinkedIn Ads,21130,688,3.256,665,229,165,71,0.336,13678.74,1265.38,981.0,South Africa,Mobile,55+,Female,Retargeting
2025-10-21,Clearance Blowout,LinkedIn Ads,16675,355,2.1289,339,96,69,40,0.2399,16225.6,529.08,2966.76,Singapore,Mobile,35-44,Male,Awareness
2025-10-21,Influencer Collab,Facebook Ads,13711,665,4.8501,582,168,79,24,0.175,3407.59,440.66,673.29,India,Mobile,25-34,Male,Awareness
2025-10-21,Mid-Season Sale,Organic Search,13800,935,6.7754,907,390,253,104,0.7536,6616.97,101.17,6440.45,India,Mobile,35-44,Female,Consideration
2025-10-22,Loyalty Rewards Push,Organic Search,15372,829,5.3929,803,345,184,90,0.5855,5669.74,34.53,16319.75,United States,Desktop,25-34,Female,Consideration
2025-10-22,New Year Kickoff,TikTok Ads,13933,661,4.7441,484,57,25,7,0.0502,482.99,428.58,12.7,Canada,Mobile,25-34,Male,Consideration
2025-10-22,Summer Sale Blast,Affiliate,14084,558,3.9619,464,127,91,28,0.1988,4028.94,442.24,811.03,Singapore,Mobile,35-44,Female,Consideration
2025-10-23,Mid-Season Sale,Email Marketing,24176,1721,7.1186,1510,687,394,149,0.6163,33693.72,183.83,18228.74,India,Desktop,25-34,Male,Awareness
2025-10-23,Brand Awareness Drive,Google Ads,2589,176,6.798,163,62,37,18,0.6952,1326.52,244.98,441.48,India,Mobile,25-34,Female,Retargeting
2025-10-23,Free Trial Signup,Instagram Ads,500,26,5.2,20,5,2,0,0.0,0.0,105.28,-100.0,Australia,Desktop,18-24,Male,Awareness
2025-10-23,New Year Kickoff,Email Marketing,14337,1316,9.179,1222,425,268,109,0.7603,16674.23,123.81,13367.6,United States,Mobile,35-44,Female,Retargeting
2025-10-23,Clearance Blowout,Affiliate,16775,585,3.4873,501,145,79,30,0.1788,3045.09,297.13,924.83,Australia,Desktop,35-44,Male,Conversion
2025-10-23,Lead Gen Webinar,Email Marketing,17572,1563,8.8948,1529,663,413,190,1.0813,17296.56,211.81,8066.07,Australia,Mobile,35-44,Male,Awareness
2025-10-24,Summer Sale Blast,Instagram Ads,12850,448,3.4864,379,88,43,17,0.1323,2596.47,334.21,676.9,India,Tablet,25-34,Male,Retargeting
2025-10-24,Holiday Gift Guide,Email Marketing,9900,611,6.1717,550,216,112,37,0.3737,8011.52,103.27,7657.84,India,Mobile,55+,Male,Retargeting
2025-10-25,Customer Win-Back,Email Marketing,21061,1771,8.4089,1753,727,474,211,1.0019,40165.52,206.76,19326.16,United States,Tablet,55+,Female,Conversion
2025-10-25,Clearance Blowout,Instagram Ads,12418,504,4.0586,432,88,39,8,0.0644,1210.66,386.65,213.12,United States,Mobile,25-34,Female,Consideration
2025-10-25,Cart Abandonment Recovery,Google Ads,19122,888,4.6439,879,323,187,90,0.4707,17347.4,770.07,2152.7,United Kingdom,Desktop,25-34,Female,Consideration
2025-10-25,Flash Weekend Deal,Referral,23644,1401,5.9254,1184,613,402,199,0.8417,48573.75,27.51,176467.61,India,Desktop,35-44,Female,Conversion
2025-10-25,Free Trial Signup,Referral,27288,2128,7.7983,1929,841,586,282,1.0334,48017.34,81.07,59129.48,South Africa,Mobile,25-34,Male,Consideration
2025-10-25,Summer Sale Blast,Email Marketing,23263,1734,7.4539,1557,551,326,103,0.4428,21060.59,207.93,10028.69,United States,Mobile,35-44,Other,Retargeting
2025-10-26,Summer Sale Blast,Email Marketing,6933,585,8.4379,536,199,119,64,0.9231,11321.94,141.39,7907.6,United Kingdom,Desktop,25-34,Female,Loyalty
2025-10-26,Loyalty Rewards Push,LinkedIn Ads,20871,506,2.4244,395,95,67,28,0.1342,11173.1,1267.89,781.24,United States,Desktop,35-44,Male,Conversion
2025-10-26,Mid-Season Sale,YouTube Ads,12288,512,4.1667,420,71,32,8,0.0651,1315.82,543.41,142.14,Canada,Desktop,35-44,Male,Loyalty
2025-10-26,Holiday Gift Guide,Referral,19078,1117,5.8549,999,388,255,133,0.6971,32061.2,105.77,30212.19,Singapore,Tablet,25-34,Female,Conversion
2025-10-26,Clearance Blowout,YouTube Ads,16982,500,2.9443,400,121,53,22,0.1295,1832.17,633.18,189.36,India,Mobile,35-44,Female,Awareness
